experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	1	A02	PIAS2	6490	3AT	3	3	NULL	18566
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	1	B02	KRT33B	6802	3AT	3	2	NULL	39804
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	1	C02	POLR2G	71987	3AT	3	0	NULL	1
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	1	D02	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	2	E02	PIAS2	6490	3AT	3	3	NULL	54786
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	2	F02	KRT33B	6802	3AT	3	2	NULL	19686
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	2	G02	POLR2G	71987	3AT	3	0	NULL	1947
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	2	H02	empty_AD	0	3AT	3	0	NULL	6
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	3	A03	PIAS2	6490	3AT	3	3	NULL	33055
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	3	B03	KRT33B	6802	3AT	3	2	NULL	26330
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	3	C03	POLR2G	71987	3AT	3	0	NULL	2025
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	3	D03	empty_AD	0	3AT	3	0	NULL	1
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	4	E03	PIAS2	6490	3AT	3	3	NULL	46368
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	4	F03	KRT33B	6802	3AT	3	2	NULL	37072
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	4	G03	POLR2G	71987	3AT	3	0	NULL	4
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	4	H03	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	5	A04	PIAS2	6490	3AT	3	3	NULL	29351
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	5	B04	KRT33B	6802	3AT	3	2	NULL	36519
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	5	C04	POLR2G	71987	3AT	3	0	NULL	9
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	DES	12573	5	D04	empty_AD	0	3AT	3	0	NULL	2
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	1	E04	HBA1	2794	3AT	3	0	NULL	5
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	1	F04	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	2	G04	HBA1	2794	3AT	3	0	NULL	10
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	2	H04	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	3	A05	HBA1	2794	3AT	3	0	NULL	4
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	3	B05	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	4	C05	HBA1	2794	3AT	3	0	NULL	1
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	HBB	5808	4	D05	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	N_DB	O_AD	CBS	359	1	A01	PIAS2	6490	LW	3	4	NULL	7
